NO,TAHUN,URAIAN,PIHAK,STATUS_FINAL,SUMBER_KEPUTUSAN,PERLU_VERIFIKASI,PANJANG_TEKS,JUMLAH_KATA,KATEGORI,RISIKO_RULE
11,2020,"Pada tanggal 31 Maret 2020, aksi warga terkait penolakan pemakaman jenazah pasien Covid-19 di beberapa desa wilayah Kabupaten Banyumas.",Warga dengan Masyarakat,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,135,19,Warga/Masyarakat vs Pemerintah,Sedang
12,2020,"Pada tanggal 1 Juni 2020, aksi aspirasi masyarakat Desa Babakan Kec. Karanglewas terkait adanya potongan dana BLT Covid-19, di Kantor LSM Gebrak RI Kab. Banyumas.",Masyarakat dengan Pemerintah,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,162,25,Warga/Masyarakat vs Pemerintah,Sedang
13,2020,"Pada tanggal 13 Juni 2020, terpasang spanduk dukungan kepada Plt. Kepala Desa Kedungwuluh Lor a.n. Ngusman (Kasi Ekbang Kec. Patikraja).",Warga dengan Pemerintah,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,136,20,Warga/Masyarakat vs Pemerintah,Sedang
14,2020,"Pada tanggal 26 Juni 2020, aksi demo penolakan RUU HIP, oleh FPI, Koalisi Masyarakat Pancasila Anti Komunis (KOMPAK), dan Anak Bangsa.",Ormas dengan Pemerintah,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,134,21,Antar Ormas,Sedang
15,2020,"Pada tanggal 29 Juni 2020 (pukul 10.00 WIB), mediasi kasus dugaan asusila di Balai Desa Pejogol Kec. Cilongok, yang dilakukan oleh Bidan Desa a.n. Bisma dan Perangkat Desa Herin Purwanto, Amd (Kasi Kesra).","Masyarakat, Warga dan Ormas dengan Pemerintah",Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,205,33,Antar Ormas,Rendah
16,2020,"Pada tanggal 21 Juli 2020, penutupan jalan Desa Panembangan oleh warga karena adanya aktivitas PT Agrinus.",Warga dengan Pengusaha,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,106,16,Warga vs Perusahaan/Tambang/Lembaga Keuangan,Sedang
17,2020,"Pada tanggal 3 Juli 2020, aksi demo di Balai Desa Sidabowa terkait pembangunan tower karena kurangnya sosialisasi dari PT. Gamai Trako Tunggal Jakarta.",Warga dengan Pengusaha,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,151,23,Warga/Masyarakat vs Pemerintah,Rendah
18,2020,"Pada tanggal 10 Juli 2020, aksi demo lanjutan di Balai Desa Sidabowa terkait pembangunan tower karena kurangnya sosialisasi dari PT. Gamai Trako Tunggal Jakarta.",Warga dengan Pengusaha,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,161,24,Warga/Masyarakat vs Pemerintah,Rendah
19,2020,"Pada tanggal 19 Juli 2020, aksi Simpatik Juguran Akbar Angkatan Muda Muhammadiyah (AMM) Banyumas menolak RUU HIP dan RUU Omnibus Law.",Ormas dengan Pemerintah,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,133,21,Antar Ormas,Sedang
20,2020,"Pada tanggal 16 September 2020, Musyawarah Desa Khusus (Musdesus) di Desa Pejogol Kec. Cilongok terkait permintaan warga desa atas dugaan tindakan asusila oleh perangkat desa Pejogol.",Warga Masyarakat dengan Pemerintah Desa,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,183,26,Warga/Masyarakat vs Pemerintah,Rendah
21,2020,"Pada tanggal 1 Oktober 2020, pemasangan spanduk penolakan keras dibangunnya Islamic Center oleh Yayasan Darul Furqon di Desa Karang Nanas Kecamatan Sokaraja.",Warga dengan Yayasan Darul Furqon,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,157,22,Konflik Pendidikan/Pelajar,Sedang
22,2020,"Pada tanggal 7 Oktober 2020, Aksi Damai ""Banyumas Batalkan Omnibus Law"" oleh Aliansi Serikat Mahasiswa Bergerak (SEMARAK) terkait penolakan U Cipta Kerja/Omnibus Law (Jilid I).",Masyarakat dan Mahasiswa dengan Pemerintah,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,176,25,Mahasiswa vs Pemerintah/Kampus,Sedang
23,2020,"Pada tanggal 14 Oktober 2020, Aksi Damai dalam rangka Melawan Anarkisme oleh GEMAS di depan Kantor Setda Kab. Banyumas, serta kampanye ke publik dan aksi di berbagai titik di Banyumas khususnya Kota Purwokerto terkait penolakan Omnibus Law/UU Ciptaker oleh Aliansi Semarak Banyumas.",Masyarakat dan Mahasiswa,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,282,42,Mahasiswa vs Pemerintah/Kampus,Sedang
24,2020,"Pada tanggal 15 Oktober 2020, Aksi Damai ""Banyumas Batalkan Omnibus Law"" oleh Aliansi Serikat Mahasiswa Bergerak (SEMARAK) terkait penolakan U Cipta Kerja/Omnibus Law (Jilid II).",Semarak dengan Pemerintah,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,178,25,Mahasiswa vs Pemerintah/Kampus,Sedang
25,2020,"Pada tanggal 26 Oktober 2020, Aksi Respon Cepat mengecam tindakan Polrestabes Kota Makassar atas penangkapan ""Kawan Ijul"" (Pimpinan FMN Kota Makassar), di depan Patung Kuda Universitas Jenderal Soedirman.",Kawan Ijul dengan Polrestabes Kota Makassar,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,204,28,Lainnya,Sedang
26,2020,"Pada tanggal 27 Oktober 2020, Aksi Damai ""Banyumas Batalkan Omnibus Law"" oleh Aliansi Serikat Mahasiswa Bergerak (SEMARAK) terkait penolakan U Cipta Kerja/Omnibus Law (Jilid III).",Semarak dengan Pemerintah Daerah,Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",False,179,25,Mahasiswa vs Pemerintah/Kampus,Sedang
27,2020,"Pada tanggal 29 Juni 2020, aksi demo penolakan RUU HIP, oleh GMI. (Catatan: tanggal sama dengan kejadian No. 16 pada dokumen sumber, kemungkinan salah penempatan tanggal; perlu verifikasi)","Masyarakat, Warga dan Ormas dengan Pemerintah",Belum Diketahui,"Data rekap 2020 (dari dokumen rekap_konflik_2020.docx, tabel Bakesbangpol)",True,188,28,Antar Ormas,Sedang
28,2022,"Pada tanggal 3 Januari 2022, telah dilaksanakan audiensi Forum Masyarakat Banyumas Menggugat dengan Bupati Banyumas terkait tindak lanjut Perbup tentang bantuan kepada guru non-formal, di Ruang Joko Kaiman, Pendopo Si Panji Purwokerto.",Masyarakat dengan Pemerintah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,235,32,Warga/Masyarakat vs Pemerintah,Rendah
29,2022,"Pada tanggal 19 Januari 2022, telah dilaksanakan kegiatan penyelesaian masalah tower di wilayah RT 3 RW 8 Desa Beji, Kec. Kedungbanteng.",Masyarakat dengan Pemerintah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,136,21,Warga/Masyarakat vs Pemerintah,Sedang
30,2022,"Pada tanggal 24 Januari 2022, telah dilaksanakan audiensi dengan GNBI terkait penolakan kendaraan truk pengangkut barang galian C di jalan baru yang berada di Desa Sawangan, Kec. Kebasen.",GNBI dengan Warga,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,187,28,Warga/Masyarakat vs Pemerintah,Rendah
31,2022,"Pada tanggal 25 Januari 2022, telah dilaksanakan audiensi terkait penutupan akses jalan menuju area TPA Cunil Pegalongan-Sokawera, Kecamatan Patikraja, oleh pemilik lahan.",Warga dan Pemerintah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,171,22,Warga/Masyarakat vs Pemerintah,Rendah
32,2022,"Pada tanggal 25 Januari 2022, telah dilaksanakan audiensi terkait penutupan akses jalan menuju area TPA Cunil Pegalongan-Sokawera, Kecamatan Patikraja, oleh pemilik lahan. (duplikat No. 4 pada dokumen sumber)",Warga dan Pemerintah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",True,208,28,Warga/Masyarakat vs Pemerintah,Rendah
33,2022,"Pada tanggal 28 Januari 2022, telah dilaksanakan deteksi dini penolakan keberadaan Sugi Nur Raharja (Gus Nur) yang sedang mengisi pengajian di Meubel Umar BZ Sokaraja, oleh Banser Banyumas.",Warga dengan Tokoh Agama,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,189,28,Warga/Masyarakat vs Pemerintah,Sedang
34,2022,"Pada tanggal 1 Februari 2022, telah dilaksanakan aksi unjuk rasa solidaritas Aliansi Mahasiswa Banyumas (SEMARAK) terkait kejadian Wadas Purworejo, start dari PKM Unsoed menuju depan Kantor Pemkab Banyumas.",Mahasiswa dengan Pemerintah Daerah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,206,28,Mahasiswa vs Pemerintah/Kampus,Sedang
35,2022,"Pada tanggal 2 Februari 2022, telah dilaksanakan audiensi Asosiasi Truck Community dengan Dishub Banyumas terkait wacana kebijakan Over Dimensi Over Load (ODOL).",Pemerintah dengan Asosiasi Truck Community,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,161,22,Lainnya,Rendah
36,2022,"Pada tanggal 24 Februari 2022, telah dilaksanakan audiensi DPD GMBI Banyumas bersama Kejari Banyumas terkait pengaduan penyalahgunaan anggaran dana desa di Desa Patikraja.",DPD GMBI dan Pemerintah Desa Patikraja,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,171,23,Warga/Masyarakat vs Pemerintah,Rendah
37,2022,"Pada tanggal 4 Maret 2022, telah dilaksanakan perselisihan antara Ormas PSHT dengan SAKTI berujung perkelahian.",SAKTI dan Persaudaraan Setia Hati Teratai,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,111,15,Antar Ormas,Sedang
38,2022,"Pada tanggal 8 Maret 2022, telah dilaksanakan aksi kampanye memperingati Hari Internasional Perempuan (Women's Day) oleh BEM Fakultas Ekonomi dan Bisnis Unsoed Purwokerto, di depan Patung Kuda Unsoed.",Mahasiswa dan Pemerintah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,200,28,Mahasiswa vs Pemerintah/Kampus,Sedang
39,2022,"Pada tanggal 8 Maret 2022, telah dilaksanakan audiensi perwakilan Pedagang Kaki Lima (PKL) Pasar Ajibarang dalam rangka penyampaian aspirasi terkait penataan pedagang yang berjualan di luar Pasar Ajibarang, dengan Komisi 3 DPRD Kab. Banyumas.",Pedagang dan Pemerintah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,242,34,Pedagang vs Pemerintah/Pengelola Pasar,Rendah
40,2022,"Pada tanggal 18 Maret 2022, telah dilaksanakan audiensi perwakilan Paguyuban Ajimas Jaya (pedagang yang berjualan di dalam Pasar Ajibarang) dengan Komisi 3 DPRD Kab. Banyumas dalam rangka penyampaian aspirasi terkait penataan pedagang yang berjualan di luar area Pasar Ajibarang.",Pedagang dan Pemerintah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,279,39,Pedagang vs Pemerintah/Pengelola Pasar,Rendah
41,2022,"Pada tanggal 8 April 2022, telah dilaksanakan aksi unjuk rasa mahasiswa se-Banyumas yang tergabung dalam Aliansi SEMARAK terkait isu penundaan pemilu, jabatan Presiden 3 periode, kenaikan harga kebutuhan pokok masyarakat dan BBM, kriminalisasi dan intimidasi terhadap aktivis, serta tuntutan reforma agraria dan penyelesaian konflik; start dari PKM Unsoed menuju depan Gedung DPRD.",Mahasiswa dan Pemerintah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,381,52,Mahasiswa vs Pemerintah/Kampus,Sedang
42,2022,"Pada tanggal 21 Mei 2022, telah dilaksanakan aksi damai mimbar bebas elemen mahasiswa BEM Unsoed Purwokerto di Alun-Alun Purwokerto dalam rangka memperingati Hari Reformasi.",Mahasiswa dan Pemerintah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,173,24,Mahasiswa vs Pemerintah/Kampus,Sedang
43,2022,"Pada tanggal 29 Mei 2022, telah dilaksanakan koordinasi terkait adanya konvoi dari anggota Khilafatul Muslimin di wilayah Kabupaten Banyumas.",Khilafatul Muslimin dan Pemerintah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,141,19,Lainnya,Rendah
44,2022,"Pada tanggal 6 Juni 2022, telah dilaksanakan deteksi dini diskusi Forkopimcam dengan Pakem Kembaran terkait permasalahan hiburan kesenian Ebeg di wilayah Kecamatan Kembaran.",Pakumas dengan Pemerintah Kecamatan Kembaran,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,173,23,Lainnya,Sedang
45,2022,"Pada tanggal 18 Juni 2022, telah dilaksanakan tawuran antar suporter tim futsal SMK Telkom dengan suporter tim futsal Dr. Soetomo Kabupaten Cilacap, di lingkungan STT Telkom Purwokerto.",Tim Futsal SMK Telkom dan Tim Futsal Dr. Soetomo,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,185,27,Konflik Suporter/Olahraga,Sedang
46,2022,"Pada tanggal 29 Juni 2022, telah dilaksanakan audiensi antara PPDI dan Satria Praja dengan Bupati Banyumas di Ruang Joko Kaiman, Pendopo Si Panji Purwokerto, berkaitan dengan tambahan penghasilan bagi Kepala Desa dan Perangkat Desa, THR, dan kenaikan ADD.",PPDI dengan Pemerintah Daerah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,255,38,Warga/Masyarakat vs Pemerintah,Rendah
47,2022,"Pada tanggal 1 Juli 2022, telah dilaksanakan aksi damai dari Persatuan Perangkat Desa Indonesia (PPDI) dan Paguyuban Kepala Desa (Satria Praja) di depan Gedung DPRD Kabupaten Banyumas.","PPDI, Satria Praja dengan Pemerintah Daerah",Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,184,27,Pedagang vs Pemerintah/Pengelola Pasar,Sedang
48,2022,"Pada tanggal 2 Juli 2022, telah dilaksanakan audiensi perwakilan warga RW 13 Desa Wangon dengan Bupati dan Dinas Lingkungan Hidup terkait pencemaran akibat pabrik Asphalt Mixing Plant (AMP) PT Putra Wira Usaha Asli, di Ruang Joko Kahiman, Pendopo Si Panji Purwokerto.",PT Putra Wira Usaha Asli dengan Warga Desa Wangon,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,267,41,Warga vs Perusahaan/Tambang/Lembaga Keuangan,Rendah
49,2022,"Pada tanggal 4 Agustus 2022, telah dilaksanakan aksi unjuk rasa Aliansi Masyarakat Banyumas (AMB) dalam rangka meminta pengembalian aset Pemda yang berlokasi di Kebondalem, Purwokerto, Kab. Banyumas.",Aliansi Masyarakat Banyumas (AMB) dan Pemda,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,199,27,Warga/Masyarakat vs Pemerintah,Sedang
50,2022,"Pada tanggal 1 Agustus 2022, telah dilaksanakan aksi unjuk rasa Aliansi Masyarakat Banyumas (AMB) dalam rangka meminta pengembalian aset Pemda yang berlokasi di Kejaksaan Negeri Purwokerto.",Aliansi Masyarakat Banyumas (AMB) dan Pemda,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,189,26,Warga/Masyarakat vs Pemerintah,Sedang
51,2022,"Pada tanggal 1 September 2022, telah dilaksanakan aksi Kamisan oleh mahasiswa Purwokerto, dalam rangka merefleksikan kasus pelanggaran HAM berat masa lalu.",Mahasiswa dan Pemerintah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,155,21,Mahasiswa vs Pemerintah/Kampus,Sedang
52,2022,"Pada tanggal 5 September 2022, telah dilaksanakan aksi GEMPITA (Gerakan Masyarakat Peduli dan Cinta Tanah Air) Kab. Banyumas terkait kenaikan harga BBM.",Gerakan Masyarakat Peduli dan Cinta Tanah Air (GEMPITA) dan Pemerintah Daerah/Pemerintah Pusat,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,152,22,Warga/Masyarakat vs Pemerintah,Sedang
53,2022,"Pada tanggal 7 September 2022, telah dilaksanakan aksi unjuk rasa penolakan kenaikan harga BBM oleh HMI Cabang Purwokerto dan komunitas Ojol Banyumas.","HMI Cabang Purwokerto, Driver Ojol dengan Pemerintah Daerah/Pemerintah Pusat",Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,150,22,Driver/Ojol vs Aplikator/Pemerintah,Sedang
54,2022,"Pada tanggal 8 September 2022, telah dilaksanakan aksi unjuk rasa menyikapi kenaikan BBM dari Aliansi Perempuan Banyumas.",Aliansi Perempuan Banyumas dengan Pemerintah Daerah/Pemerintah Pusat,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,121,17,Lainnya,Sedang
55,2022,"Pada tanggal 14 September 2022, telah dilaksanakan aksi unjuk rasa dari Aliansi Masyarakat Desa Cilongok terkait tuntutan Kepala Desa Cilongok mundur dari jabatannya.",Aliansi Masyarakat Desa Cilongok dan Pemerintah Desa Cilongok,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,166,23,Warga/Masyarakat vs Pemerintah,Sedang
56,2022,"Pada tanggal 20 September 2022, telah dilaksanakan musyawarah Desa Khusus (Musdesus) BPD Cilongok dengan Aliansi Masyarakat Desa Cilongok terkait tuntutan Kepala Desa Cilongok mundur dari jabatannya.","BPD Cilongok, Aliansi Masyarakat Desa Cilongok, Ketua RT dan RW Cilongok dengan Pemerintah Desa Cilongok",Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,199,26,Warga/Masyarakat vs Pemerintah,Rendah
57,2022,"Pada tanggal 24 Oktober 2022, telah dilaksanakan beberapa masyarakat Kelurahan Bancarkembar, Kecamatan Purwokerto Utara, menolak adanya pembangunan Tempat Pemilahan Sampah di Jalan Ringin Tirto, Bancarkembar.",Warga Kelurahan Bancarkembar dengan Pemerintah Daerah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,208,25,Warga/Masyarakat vs Pemerintah,Sedang
58,2022,"Pada tanggal 17 November 2022, telah dilaksanakan salah satu warga Desa Kaliurip, Kecamatan Purwojati, belum menyetujui adanya pembebasan lahan untuk pembangunan embung.",Warga dengan Pemerintah Daerah,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,169,22,Warga/Masyarakat vs Pemerintah,Sedang
59,2022,"Pada tanggal 25 November 2022, telah dilaksanakan aksi unjuk rasa di Balai Desa Samudra, Kecamatan Gumelar, terkait sikap dan perbuatan perangkat Desa Samudra a.n. Saefudin yang dianggap arogan dan temperamental.",Warga dengan Pemerintah Desa,Belum Diketahui,"Data rekap 2022 (dari dokumen rekap_konflik_2022.docx, tabel Bakesbangpol)",False,212,30,Warga/Masyarakat vs Pemerintah,Sedang
60,2023,"Pada hari Senin tanggal 5 Februari 2023, telah dilaksanakan Aksi pemasangan spanduk penolakan dari warga masyarakat desa Kedungbanteng terkait rencana perubahan SMP Diponegoro 3 Kedungbanteng menjadi SMP Al-Ashar",Yayasan Al-Hidayah dengan Masyarakat desa Kedungbanteng,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,212,28,Konflik Pendidikan/Pelajar,Sedang
61,2023,"Pada hari Kamis tanggal 23 Februari 2023, telah dilaksanakan aksi unjukrasa oleh Elemen mahasiswa Banyumas, dalam rangka menyikapi peringatan hari jadi Banyumas ke 452 di alun-alun Purwokerto",Mahasiswa dengan Pemerintah Dsaerah,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,191,27,Mahasiswa vs Pemerintah/Kampus,Sedang
62,2023,"Pada hari selasa tanggal 23 Pebruari 2023, telah terjadi perusakan rumah dan penculikan ketua umum ormas Sakti Banyumas sdr. Abdul Latief Heriyadi",Ormas dengan Ormas,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,146,22,Antar Ormas,Tinggi
63,2023,"Pada hari selasa tanggal 7 Maret 2023, telah terjadi keributan/gesekan antar masa ormas Pemuda Pancasila (PP) dengan Lowo Ireng (LI) digrumbul Kradenan Desa Banteran Kec. Sumbang",Ormas dengan Ormas,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,178,26,Antar Ormas,Sedang
64,2023,.,Pemerintah dengan Mahasiswa,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,1,1,Mahasiswa vs Pemerintah/Kampus,Sedang
65,2023,"Pada hari Kamis, 25 Mei 2023 telah terjadi penolakan pembanguanan PDU Sampah di Kelurahan Rejasari RT. 03 RW. 01 Kecamatan Purwokerto Barat.",Pemerintah dengan warga masyarakat,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,140,22,Warga/Masyarakat vs Pemerintah,Sedang
66,2023,"Pada hari Senin, 5 Juni 2023 telah dilaksanakan Audiensi dari 5 profesi Kesehatan (IDI, PPNI, PDGI, IBI dan IAI Banyumas) dengan DPRD Kab. Banyumas mensikapi seruan aksi serentak stop RUU Kesehatan (Omnibus Law).",Organisasi Kesehatan dengan Pemerintah,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,212,33,Lainnya,Rendah
67,2023,"Pada hari Senin, 17 Juli 2023 telah dilaksanakan aksi unjuk rasa warga Desa Datar Kec. Sumbang terkait polemik pelaksanaan pilkades seretntak tahun 2023",Pemerintah dengan warga masyarakat.,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,152,23,Warga/Masyarakat vs Pemerintah,Sedang
